,TTR,asesõnade_esimese_isiku_osaarv,asesõnade_kolmanda_isiku_osaarv,asesõnade_teise_isiku_osaarv,emotikonide_arv,kaudse_kõneviisi_osakaal,kirjavigadega_osaarv,kokkukleepunud_kirjavahemärkide_arv,korduvate_sõnade_arv,korduvate_tähtede_arv,käändsõnade_osaarv,lemmapikkuse_osaarv,luhemate_tundmatute_osakaal,läbinisti_suur,nud-partitsiibiga_verbide_osakaal,passiivi_osakaal,puuduva_suure_algustähega,verbide_esimese_isiku_osaarv,verbide_kolmanda_isiku_osaarv,verbide_teise_isiku_osaarv,formaadivead,keelevead,koos,laensõnad,lühendid,murdeline,märgiasendused,märgikordused,numbrivead,omasõnad,partiklid,sõnaliited,toorlaenud,Ühendsõnastikust,formaalsus,spontaansus
www_director_ee.ela_529643.txt,0.7261904761904762,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.005291005291005291,0,0,0,0.4444444444444444,4.887096774193548,0.0582010582010582,0.00625,0.024390243902439025,0.12195121951219512,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.005291005291005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.0,0.3333333333333333,0.39999999999999997
et_wikipedia_org.ela_219301.txt,0.6091954022988506,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0.45,5.329787234042553,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666
www_politsei_ee.ela_40109.txt,0.7361111111111112,0.0,1.0,0.0,0,0.0,0.0375,0,0,0,0.525,4.784810126582278,0.0,0.05555555555555555,0.1875,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0
www_lounaleht_ee.ela_576969.txt,0.8387096774193549,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.5185185185185185,4.638888888888889,0.018518518518518517,0.021739130434782608,0.0,0.17391304347826086,0.010869565217391304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29333333333333333,0.3333333333333333
rahvahaal_delfi_ee.ela_258274.txt,0.6268115942028986,0.0,1.0,0.0,0,0.0,0.009375,0,0,0,0.378125,4.5476190476190474,0.009375,0.007272727272727273,0.038461538461538464,0.10256410256410256,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.3066666666666667,0.3666666666666667
arvamusaed_ee.ela_274676.txt,0.6019900497512438,0.4,0.6,0.0,0,0.0,0.0,0,1,0,0.2875536480686695,4.5,0.0,0.0,0.017543859649122806,0.05263157894736842,0.0,0.15789473684210525,0.6842105263157895,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.38999999999999996
www_ekspress_ee.ela_495829.txt,0.6934673366834171,0.0,0.75,0.25,0,0.0,0.05439330543933055,1,0,0,0.38493723849372385,5.305555555555555,0.029288702928870293,0.09375,0.08333333333333333,0.03333333333333333,0.020833333333333332,0.0,0.5789473684210527,0.42105263157894735,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0,0.9666666666666667
www_ekspress_ee.ela_177019.txt,0.6697247706422018,0.0,0.0,0.0,0,0.0,0.04044117647058824,0,0,1,0.35294117647058826,4.745901639344262,0.014705882352941176,0.02727272727272727,0.017241379310344827,0.017241379310344827,0.04090909090909091,0.19230769230769232,0.5,0.3076923076923077,0.0,0.0,0.01838235294117647,0.0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.011029411764705883,0.2866666666666667,0.8333333333333334
www_aialeht_ee.ela_457123.txt,0.7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0.0,0.048507462686567165,4,0,1,0.40298507462686567,4.476987447698745,0.011194029850746268,0.049107142857142856,0.014285714285714285,0.014285714285714285,0.026785714285714284,0.19230769230769232,0.5384615384615384,0.2692307692307692,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.19999999999999998,0.8333333333333334
www_puuinfo_ee.ela_279876.txt,0.6902654867256637,0.0,0.0,0.0,0,0.0,0.047244094488188976,0,0,0,0.6929133858267716,5.0,0.023622047244094488,0.09090909090909091,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0
www_kv_ee.ela_199481.txt,0.697841726618705,0.0,0.0,0.0,0,0.0,0.0782122905027933,0,0,2,0.5865921787709497,4.580459770114943,0.0223463687150838,0.06666666666666667,0.0,0.4642857142857143,0.013333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266666666666667,0.5333333333333333
